This file was created by CMPT_IND_RETS using the 202212 CRSP database.
It contains value- and equal-weighted returns for  5 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,Cnsmr,Manuf,HiTec,Hlth ,Other
200212,   2082.16,   2105.10,   1893.85,   2425.16,   2015.16
200301,   2004.88,   2089.25,   1690.17,   2338.51,   1928.54
200302,   1919.34,   2025.47,   1672.80,   2342.97,   1891.66
200303,   1886.87,   2003.36,   1697.91,   2341.39,   1849.36
200304,   1927.43,   2044.41,   1702.19,   2335.33,   1869.58
200305,   2093.35,   2140.93,   1887.77,   2438.30,   2103.33
200306,   2226.91,   2279.71,   2078.82,   2553.14,   2217.01
200307,   2218.70,   2318.18,   2168.09,   2677.74,   2192.46
200308,   2260.27,   2350.03,   2271.49,   2710.32,   2279.88
200309,   2376.38,   2451.82,   2399.03,   2640.78,   2296.65
200310,   2331.42,   2410.69,   2369.95,   2650.60,   2312.87
200311,   2517.87,   2549.27,   2579.58,   2665.92,   2480.72
200312,   2583.95,   2597.64,   2633.25,   2709.96,   2523.59
200401,   2625.82,   2822.13,   2738.61,   2869.85,   2650.49
200402,   2639.66,   2829.39,   2856.95,   2971.86,   2727.82
200403,   2773.89,   2912.05,   2820.86,   2999.70,   2785.09
200404,   2797.94,   2916.99,   2759.84,   2894.37,   2733.48
200405,   2797.15,   2927.48,   2661.98,   3008.99,   2648.33
200406,   2780.46,   2962.86,   2757.35,   3012.94,   2715.22
200407,   2757.95,   3083.81,   2761.00,   2854.16,   2609.64
200408,   2649.56,   3052.81,   2587.76,   2696.10,   2554.53
200409,   2642.64,   3084.69,   2509.11,   2735.48,   2614.10
200410,   2680.10,   3209.03,   2567.27,   2698.74,   2652.45
200411,   2766.63,   3221.78,   2707.31,   2636.54,   2687.45
200412,   2896.95,   3438.36,   2812.45,   2659.32,   2823.56
200501,   3011.69,   3502.04,   2907.23,   2820.23,   2981.21
200502,   2989.87,   3516.00,   2750.32,   2705.47,   2930.99
200503,   3016.26,   3836.65,   2740.10,   2770.09,   2941.79
200504,   3004.58,   3775.95,   2702.45,   2761.81,   2876.34
200505,   2898.48,   3639.61,   2618.01,   2882.01,   2846.10
200506,   3047.37,   3724.62,   2813.10,   2927.70,   2945.49
200507,   3050.36,   3643.77,   2739.66,   2730.53,   2978.94
200508,   3205.78,   3824.58,   2862.49,   2849.86,   3066.72
200509,   3114.28,   3882.94,   2860.97,   2853.69,   3022.49
200510,   3105.71,   3978.56,   2886.79,   2822.27,   3063.95
200511,   3106.25,   3737.50,   2842.03,   2753.25,   3110.48
200512,   3218.02,   3838.88,   3012.27,   2804.11,   3274.53
200601,   3216.01,   3879.98,   2982.40,   2886.19,   3273.40
200602,   3292.26,   4169.70,   3126.34,   2967.07,   3329.88
200603,   3353.07,   4057.34,   3131.52,   2998.97,   3373.15
200604,   3419.28,   4108.98,   3236.32,   2938.12,   3439.93
200605,   3422.02,   4273.15,   3214.40,   2897.47,   3522.81
200606,   3416.15,   4158.63,   3044.21,   2836.16,   3407.05
200607,   3173.99,   4109.96,   3000.00,   2595.68,   3276.68
200608,   3142.54,   4126.89,   2947.15,   2709.04,   3250.55
200609,   3242.90,   4139.80,   3129.47,   2767.75,   3309.08
200610,   3356.24,   4127.45,   3270.34,   2818.61,   3416.42
200611,   3491.06,   4329.15,   3430.27,   2859.02,   3519.61
200612,   3493.77,   4571.40,   3523.04,   2870.52,   3581.93
200701,   3556.55,   4572.73,   3484.17,   2899.44,   3724.39
200702,   3664.40,   4636.20,   3588.62,   3007.44,   3790.69
200703,   3605.72,   4629.13,   3517.52,   2926.09,   3705.17
200704,   3654.28,   4847.08,   3580.81,   2941.83,   3719.60
200705,   3784.63,   5070.52,   3761.58,   3146.13,   3859.76
200706,   3903.93,   5362.21,   3962.75,   3166.18,   3999.86
200707,   3655.70,   5074.55,   3917.64,   2869.05,   3603.34
200708,   3508.33,   5023.20,   3885.61,   2772.59,   3421.33
200709,   3573.51,   5056.70,   3970.12,   2821.67,   3454.30
200710,   3634.77,   5329.36,   4132.44,   2928.75,   3555.05
200711,   3735.03,   5485.56,   4327.45,   2990.87,   3556.50
200712,   3662.92,   5324.37,   4049.37,   2991.59,   3346.93
200801,   3586.87,   5509.35,   4120.11,   2881.99,   3215.77
200802,   3497.03,   5104.20,   3660.54,   2760.62,   3174.25
200803,   3401.92,   5243.34,   3544.45,   2743.79,   2922.31
200804,   3461.96,   5206.11,   3569.84,   2726.22,   2886.87
200805,   3574.70,   5614.90,   3826.90,   2763.22,   3000.97
200806,   3652.18,   5804.82,   4054.15,   2812.79,   2941.09
200807,   3285.63,   5246.59,   3512.32,   2552.51,   2416.95
200808,   3352.99,   4856.85,   3486.04,   2746.53,   2524.98
200809,   3492.39,   4885.88,   3626.80,   2806.43,   2536.38
200810,   3317.75,   4276.08,   3199.02,   2667.45,   2372.33
200811,   2780.97,   3543.22,   2648.51,   2370.11,   1896.13
200812,   2582.77,   3435.97,   2422.47,   2202.85,   1666.65
200901,   2647.29,   3417.88,   2494.27,   2381.03,   1671.38
200902,   2499.83,   3238.69,   2384.26,   2348.55,   1371.23
200903,   2371.36,   2839.29,   2262.57,   1941.34,   1181.20
200904,   2575.26,   2994.18,   2513.17,   2085.61,   1343.33
200905,   2807.51,   3291.04,   2817.60,   2100.15,   1573.19
200906,   2879.86,   3523.50,   2931.37,   2254.99,   1698.40
200907,   2708.34,   3348.78,   2971.69,   2278.74,   1684.33
200908,   2931.40,   3614.60,   3208.89,   2420.01,   1844.93
200909,   3012.78,   3664.91,   3271.85,   2486.61,   2003.65
200910,   3108.01,   3866.18,   3479.16,   2425.19,   2072.35
200911,   3125.88,   3859.25,   3418.60,   2257.59,   1975.46
200912,   3285.70,   4070.07,   3614.35,   2461.48,   2098.87
201001,   3371.41,   4145.84,   3852.14,   2544.81,   2133.39
201002,   3313.12,   3989.82,   3580.75,   2558.30,   2078.94
201003,   3451.06,   4123.34,   3744.56,   2590.14,   2157.03
201004,   3657.21,   4317.27,   4048.66,   2679.31,   2356.44
201005,   3728.65,   4479.98,   4156.41,   2623.33,   2419.65
201006,   3515.64,   4049.05,   3852.43,   2408.90,   2215.39
201007,   3188.88,   3711.40,   3501.52,   2386.42,   2254.29
201008,   3406.50,   4019.05,   3799.66,   2448.47,   2425.82
201009,   3296.97,   3887.45,   3603.78,   2404.30,   2245.85
201010,   3617.78,   4225.79,   4065.65,   2628.08,   2449.66
201011,   3752.67,   4423.61,   4336.57,   2700.76,   2527.94
201012,   3864.04,   4565.54,   4330.35,   2640.62,   2559.36
201101,   4021.78,   4907.75,   4618.31,   2797.17,   2823.79
201102,   3978.53,   5133.19,   4790.31,   2794.87,   2880.75
201103,   4122.09,   5396.87,   4969.35,   2890.04,   2966.86
201104,   4213.62,   5503.13,   4975.29,   2936.50,   2966.20
201105,   4422.42,   5657.10,   5157.65,   3134.23,   3012.30
201106,   4489.12,   5520.47,   5135.08,   3242.83,   2955.79
201107,   4355.47,   5440.72,   4807.80,   3013.23,   3249.66
201108,   4299.65,   5318.20,   4765.36,   2909.24,   3132.49
201109,   4170.77,   4965.59,   4454.77,   2822.59,   2902.83
201110,   3956.19,   4479.44,   4255.65,   2716.26,   2612.80
201111,   4356.44,   5105.83,   4755.57,   2870.75,   2980.96
201112,   4394.63,   5203.03,   4698.87,   2910.32,   2946.10
201201,   4444.47,   5226.28,   4719.61,   3001.63,   2992.18
201202,   4605.85,   5383.00,   5073.66,   3130.18,   3205.24
201203,   4776.45,   5620.10,   5410.93,   3174.50,   3335.36
201204,   4929.82,   5584.43,   5658.32,   3320.83,   3504.61
201205,   4948.20,   5545.89,   5582.66,   3344.93,   3463.99
201206,   4822.16,   5123.08,   5220.53,   3251.64,   3229.76
201207,   4676.88,   5096.92,   5234.02,   3262.62,   3276.61
201208,   4755.18,   5223.18,   5296.46,   3346.28,   3245.60
201209,   4863.73,   5314.05,   5494.69,   3398.62,   3358.76
201210,   4977.51,   5480.35,   5647.44,   3556.82,   3506.29
201211,   4943.54,   5450.39,   5386.34,   3491.75,   3540.62
201212,   5055.18,   5482.68,   5510.38,   3572.99,   3542.17
201301,   5014.10,   5576.31,   5543.39,   3561.54,   3660.07
201302,   5320.20,   5929.90,   5726.15,   3851.17,   3926.61
201303,   5410.85,   5988.18,   5807.66,   3930.89,   4003.43
201304,   5691.99,   6185.64,   6060.21,   4191.49,   4186.35
201305,   5911.48,   6247.90,   6171.09,   4289.74,   4246.83
201306,   5977.08,   6331.97,   6348.60,   4386.22,   4519.59
201307,   5654.90,   6089.10,   5861.66,   4134.20,   4373.08
201308,   5966.64,   6438.61,   6215.76,   4469.78,   4615.15
201309,   5739.29,   6288.31,   6192.54,   4299.09,   4454.56
201310,   5976.12,   6528.63,   6430.18,   4501.01,   4624.14
201311,   6344.35,   6828.43,   6760.73,   4678.95,   4805.16
201312,   6514.13,   6916.00,   6976.50,   4883.91,   5029.48
201401,   6588.68,   7103.86,   7276.57,   4943.50,   5193.77
201402,   6235.09,   6873.32,   7177.94,   5021.46,   4984.59
201403,   6545.07,   7240.56,   7506.70,   5345.68,   5160.96
201404,   6595.77,   7355.32,   7494.06,   5215.84,   5295.51
201405,   6602.26,   7607.81,   7420.32,   5215.69,   5225.24
201406,   6721.66,   7660.45,   7723.04,   5313.93,   5327.16
201407,   6651.00,   7547.06,   7464.33,   4214.94,   5050.08
201408,   6457.59,   7223.45,   7495.49,   4196.03,   4955.16
201409,   6795.64,   7500.65,   7757.28,   4431.97,   5185.89
201410,   6712.05,   7182.86,   7702.58,   4426.20,   5141.29
201411,   6924.30,   7246.29,   7817.43,   4725.91,   5326.37
201412,   7363.55,   7104.91,   8171.53,   4843.70,   5481.81
201501,   7374.38,   7136.06,   8107.33,   4802.60,   5555.28
201502,   7361.35,   6950.46,   7836.81,   4891.97,   5225.43
201503,   7782.65,   7217.13,   8518.93,   4952.66,   5605.86
201504,   7736.60,   7071.76,   8358.11,   4992.11,   5588.52
201505,   7639.83,   7192.96,   8550.21,   4911.04,   5617.17
201506,   7696.59,   7116.66,   8728.15,   5134.15,   5735.44
201507,   7237.27,   6759.17,   8003.75,   4273.82,   5368.44
201508,   7582.24,   6544.93,   8202.91,   4422.14,   5486.96
201509,   7206.19,   6276.24,   7695.92,   4032.16,   5158.66
201510,   7116.38,   6059.18,   7649.48,   3767.90,   5026.52
201511,   7495.93,   6592.60,   8437.30,   4039.80,   5362.91
201512,   7536.27,   6587.74,   8507.42,   4068.32,   5472.72
201601,   7568.72,   6386.55,   8322.25,   4080.90,   5322.20
201602,   7331.06,   6141.49,   7920.56,   3691.43,   4908.89
201603,   7347.06,   6236.01,   7887.69,   3646.81,   4921.39
201604,   7835.25,   6744.69,   8527.45,   3791.55,   5268.91
201605,   7832.58,   7017.42,   8261.21,   4011.44,   5428.07
201606,   7891.05,   7006.50,   8636.12,   4104.52,   5485.48
201607,   7925.38,   7050.32,   8311.83,   3757.66,   5058.41
201608,   8141.23,   7136.07,   8916.39,   4020.81,   5269.01
201609,   8065.37,   7140.06,   8967.08,   3893.21,   5465.56
201610,   7993.49,   7207.53,   9220.61,   3941.37,   5395.09
201611,   7800.68,   7054.41,   9183.62,   3666.16,   5442.36
201612,   7917.98,   7417.20,   9364.17,   3756.40,   6089.26
201701,   8018.58,   7542.35,   9572.51,   3746.03,   6268.37
201702,   8151.70,   7557.00,  10049.73,   3840.75,   6347.60
201703,   8430.33,   7726.22,  10448.22,   4125.69,   6602.88
201704,   8482.50,   7754.08,  10719.57,   4140.17,   6521.42
201705,   8663.24,   7810.09,  10986.66,   4188.70,   6582.26
201706,   8844.15,   7826.47,  11299.92,   4182.17,   6590.34
201707,   8192.82,   7499.32,  10437.17,   4128.66,   6506.04
201708,   8170.10,   7675.68,  10967.53,   4170.95,   6609.65
201709,   8065.87,   7395.63,  11282.04,   4281.30,   6597.48
201710,   8188.01,   7750.96,  11425.34,   4385.17,   6941.12
201711,   8355.79,   7945.23,  12050.36,   4310.34,   7144.88
201712,   8914.89,   8197.54,  12256.06,   4402.93,   7472.04
201801,   9139.94,   8316.23,  12361.94,   4391.25,   7608.87
201802,   9721.28,   8561.98,  13305.89,   4709.31,   8087.73
201803,   9251.70,   8052.57,  13170.97,   4520.81,   7820.01
201804,   9068.63,   8101.22,  12783.46,   4435.69,   7657.18
201805,   9176.21,   8227.15,  12782.09,   4426.50,   7703.68
201806,   9154.80,   8408.25,  13444.57,   4530.78,   7819.25
201807,   9014.28,   8405.66,  12932.01,   4224.27,   7250.28
201808,   9270.89,   8688.79,  13309.38,   4483.63,   7559.52
201809,   9707.87,   8603.84,  14228.30,   4685.76,   7749.59
201810,   9793.52,   8666.09,  14327.16,   4795.67,   7697.70
201811,   9254.68,   7927.74,  13243.18,   4394.21,   7153.15
201812,   9372.58,   8117.10,  13220.25,   4687.59,   7376.28
201901,   8459.04,   7385.65,  12197.11,   4307.09,   6624.10
201902,   9138.82,   8075.88,  13425.18,   4525.04,   7238.96
201903,   9287.17,   8412.03,  14118.07,   4685.12,   7451.00
201904,   9582.73,   8492.64,  14632.27,   4732.74,   7377.68
201905,  10009.42,   8722.97,  15503.64,   4579.42,   7891.60
201906,   9399.98,   7971.07,  14323.04,   4435.72,   7386.02
201907,   9792.92,   8306.71,  14537.07,   4263.66,   7597.81
201908,   9956.64,   8244.90,  15101.62,   4172.14,   7755.41
201909,   9953.22,   8071.48,  14853.76,   4143.25,   7412.19
201910,  10116.26,   8430.23,  15100.35,   4109.17,   7574.59
201911,  10283.72,   8390.30,  15568.35,   4213.76,   7847.63
201912,  10535.04,   8561.97,  16379.73,   4454.11,   8258.40
202001,  10768.79,   8859.36,  16950.00,   4623.12,   8476.68
202002,  10946.16,   8610.19,  17403.88,   4541.28,   8373.82
202003,  10166.16,   7719.40,  16296.00,   4289.69,   7540.17
202004,   9136.48,   6262.60,  14645.19,   4087.52,   6122.91
202005,  10660.81,   7084.42,  16820.72,   4644.36,   6787.99
202006,  11206.61,   7461.61,  18205.33,   4843.22,   7062.53
202007,  11226.59,   7565.40,  18603.74,   4522.39,   6635.58
202008,  12369.45,   7837.49,  19992.24,   4714.83,   6917.05
202009,  13656.80,   8094.48,  22074.05,   4826.03,   7418.82
202010,  13086.51,   7942.45,  21068.14,   4733.11,   7203.66
202011,  12733.24,   7957.86,  20658.14,   4522.61,   7066.11
202012,  14252.86,   8951.70,  23038.23,   4973.33,   8175.75
202101,  14854.78,   9185.76,  24254.84,   5218.32,   8602.56
202102,  14948.82,   9094.73,  24391.19,   5397.94,   8369.70
202103,  14642.19,   9617.44,  24907.99,   5337.21,   9182.63
202104,  15399.34,  10314.40,  25434.96,   5333.48,   9711.34
202105,  16322.84,  10564.75,  27151.21,   5482.60,  10313.68
202106,  16062.65,  10803.24,  27050.26,   5476.22,  10640.36
202107,  15591.95,  10556.58,  25435.30,   5164.14,   8456.83
202108,  15592.14,  10574.29,  26238.46,   5325.45,   8449.84
202109,  15893.42,  10629.06,  27524.17,   5472.46,   8684.62
202110,  15363.81,  10301.26,  25981.31,   5151.27,   8543.05
202111,  16702.62,  10994.30,  27804.49,   5276.01,   9210.47
202112,  16790.76,  10804.86,  27914.34,   5055.56,   8765.78
202201,  17056.57,  11423.42,  28430.74,   5397.15,   9244.05
202202,  15770.92,  11316.88,  26213.13,   4920.98,   9019.59
202203,  15460.45,  11423.55,  25053.79,   4877.37,   8946.17
202204,  16130.17,  11951.44,  25828.93,   5127.73,   9113.34
202205,  14808.79,  11523.62,  22652.04,   4795.80,   8332.12
202206,  14189.58,  12041.56,  22397.24,   4849.79,   8379.04
202207,  11968.99,  10293.04,  18348.89,   4520.26,   6102.84
